id,program,i102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Zomba 3,80020393,43,711,23.7,1.814346,9.07173,14,47,17-Sep-15,28-Aug-17,8,2017,3
,Zomba 3,80020394,22,539,17.96667,1.22449,6.122449,12,24,17-Feb-16,09-Aug-17,8,2017,3
,Zomba 3,80020395,25,595,19.83333,1.260504,6.302521,16,35,23-Sep-15,03may2017,5,2017,3
,Zomba 3,80020396,38,704,23.46667,1.619318,8.096591,16,46,14-Sep-15,15-Aug-17,8,2017,3
,Zomba 3,80020397,8,435,14.5,0.5517241,2.758621,7,16,08mar2016,17may2017,5,2017,3
,Zomba 3,80020398,28,570,19,1.473684,7.368421,16,38,09-Feb-16,09-Aug-17,8,2017,3
,Zomba 3,80020399,39,708,23.6,1.652542,8.262712,18,46,25-Sep-15,08-Aug-17,8,2017,3
,Zomba 3,80020400,24,497,16.56667,1.448692,7.243461,13,26,17mar2016,27-Jul-17,7,2017,3
,Zomba 3,80020401,8,500,16.66667,0.48,2.4,5,12,01-Apr-16,14-Aug-17,8,2017,3
,Zomba 3,80020402,6,291,9.7,0.6185567,3.092784,4,8,09-Jun-16,27mar2017,3,2017,3
,Zomba 3,80020403,14,473,15.76667,0.8879493,4.439746,8,16,11mar2016,27-Jun-17,6,2017,3
,Zomba 3,80020404,12,542,18.06667,0.6642066,3.321033,7,14,19-Feb-16,14-Aug-17,8,2017,3
,Zomba 3,80020405,24,541,18.03333,1.330869,6.654344,10,28,17-Feb-16,11-Aug-17,8,2017,3
,Zomba 3,80020406,41,821,27.36667,1.498173,7.490865,28,66,16-Sep-15,27-Jul-17,7,2017,3
,Zomba 3,80020407,22,711,23.7,0.92827,4.64135,12,24,15-Sep-15,26-Aug-17,8,2017,3
,Zomba 3,80020408,21,518,17.26667,1.216216,6.081081,12,24,15mar2016,18-Aug-17,8,2017,3
,Zomba 3,80020409,12,612,20.4,0.5882353,2.941177,8,16,24-Sep-15,25may2017,5,2017,3
,Zomba 3,80020410,20,632,21.06667,0.949367,4.746835,9,24,28-Sep-15,21-Jun-17,6,2017,3
,Zomba 3,80020411,12,448,14.93333,0.8035714,4.017857,6,16,17-Feb-16,10may2017,5,2017,3
,Zomba 3,80020412,18,496,16.53333,1.08871,5.443549,9,21,19-Feb-16,29-Jun-17,6,2017,3
,Zomba 3,80020413,19,491,16.36667,1.160896,5.804481,8,21,14mar2016,18-Jul-17,7,2017,3
,Zomba 3,80020415,31,465,15.5,2,10,13,37,14mar2016,07-Jun-17,6,2017,3
,Zomba 3,80020416,22,538,17.93333,1.226766,6.133829,13,36,08-Feb-16,29-Jun-17,6,2017,3
,Zomba 3,80020417,4,456,15.2,0.2631579,1.315789,3,6,24-Feb-16,25may2017,5,2017,3
,Zomba 3,80020418,4,259,8.633333,0.4633205,2.316602,3,8,11mar2016,25-Nov-16,11,2016,3
,Zomba 3,80020419,4,404,13.46667,0.2970297,1.485149,3,8,11mar2016,19-Apr-17,4,2017,3
,Zomba 3,80020420,6,403,13.43333,0.4466501,2.233251,4,10,19-Feb-16,28mar2017,3,2017,3
,Zomba 3,80020421,25,476,15.86667,1.57563,7.878151,11,30,08mar2016,27-Jun-17,6,2017,3
,Zomba 3,80020422,10,486,16.2,0.6172839,3.08642,6,13,06-Apr-16,05-Aug-17,8,2017,3
,Zomba 3,80020423,14,484,16.13333,0.8677686,4.338843,8,16,31mar2016,28-Jul-17,7,2017,3
,Zomba 3,80020424,12,503,16.76667,0.7157058,3.578529,7,14,16-Feb-16,03-Jul-17,7,2017,3
,Zomba 3,80020425,17,542,18.06667,0.9409593,4.704797,11,27,18mar2016,03-Aug-17,8,2017,3
,Zomba 3,80020426,6,360,12,0.5,2.5,4,8,20-Jun-16,15-Jun-17,6,2017,3
,Zomba 3,80020427,20,687,22.9,0.8733625,4.366812,8,24,15-Sep-15,02-Aug-17,8,2017,3
,Zomba 3,80020428,8,549,18.3,0.4371585,2.185792,5,11,26-Feb-16,28-Aug-17,8,2017,3
,Zomba 3,80020429,13,424,14.13333,0.9198113,4.599057,6,16,01mar2016,29-Apr-17,4,2017,3
,Zomba 3,80020430,14,555,18.5,0.7567568,3.783784,10,20,16-Feb-16,04-Aug-17,8,2017,3
,Zomba 3,80020431,26,475,15.83333,1.642105,8.210526,17,36,17-Feb-16,22may2017,5,2017,3
,Zomba 3,80020432,29,714,23.8,1.218487,6.092437,14,33,18-Sep-15,28-Aug-17,8,2017,3
,Zomba 3,80020433,39,693,23.1,1.688312,8.441559,14,45,21-Sep-15,26-Jul-17,7,2017,3
,Zomba 3,80020434,18,533,17.76667,1.013133,5.065666,10,22,08-Feb-16,25-Jul-17,7,2017,3
,Zomba 3,80020435,30,718,23.93333,1.253482,6.26741,16,36,01-Sep-15,28-Jul-17,7,2017,3
,Zomba 3,80020436,8,390,13,0.6153846,3.076923,5,10,02-Jun-16,27-Jun-17,6,2017,3
,Zomba 3,80020438,10,499,16.63333,0.6012024,3.006012,6,12,23mar2016,04-Aug-17,8,2017,3
,Zomba 3,80020439,10.5,384,12.8,0.8203125,4.101563,5,12.5,13-Apr-16,02may2017,5,2017,3
,Zomba 3,80020440,20,729,24.3,0.8230453,4.115227,13,26,04-Sep-15,25-Jul-17,7,2017,3
,Zomba 3,80020441,18,389,12.96667,1.388175,6.940875,10,20,19may2016,12-Jun-17,6,2017,3
,Zomba 3,80020442,44.5,724,24.13333,1.843923,9.219613,19,47,31-Aug-15,14-Aug-17,8,2017,3
,Zomba 3,80020443,10,467,15.56667,0.6423983,3.211992,6,14,19-Feb-16,31may2017,5,2017,3
,Zomba 3,80020444,12,594,19.8,0.6060606,3.030303,5,16,02-Sep-15,18-Apr-17,4,2017,3
,Zomba 3,80020445,4,619,20.63333,0.1938611,0.9693053,3,6,01-Sep-15,12may2017,5,2017,3
,Zomba 3,80020446,16,547,18.23333,0.8775137,4.387568,9,18,25-Feb-16,25-Aug-17,8,2017,3
,Zomba 3,80020447,6,437,14.56667,0.4118993,2.059497,3,8,23-Feb-16,05may2017,5,2017,3
,Zomba 3,80020449,14,636,21.2,0.6603773,3.301887,8,16,22-Sep-15,19-Jun-17,6,2017,3
,Zomba 3,80020450,14.5,616,20.53333,0.7061688,3.530844,8,16.5,14-Sep-15,22may2017,5,2017,3
,Zomba 3,80020451,14,458,15.26667,0.9170306,4.585153,8,16,29mar2016,30-Jun-17,6,2017,3
,Zomba 3,80020452,12,533,17.76667,0.6754221,3.377111,7,14,09-Feb-16,26-Jul-17,7,2017,3
,Zomba 3,80020453,6,441,14.7,0.4081633,2.040816,4,10,29mar2016,13-Jun-17,6,2017,3
,Zomba 3,80020454,6,462,15.4,0.3896104,1.948052,4,8,18-Feb-16,25may2017,5,2017,3
,Zomba 3,80020456,2,204,6.8,0.2941176,1.470588,2,6,04-Jan-17,27-Jul-17,7,2017,3
,Zomba 3,80020457,2,452,15.06667,0.1327434,0.6637168,2,4,04mar2016,30may2017,5,2017,3
,Zomba 3,80020458,16,674,22.46667,0.7121661,3.560831,10,20,25-Sep-15,19-Jul-17,7,2017,3
,Zomba 3,80020459,10,640,21.33333,0.46875,2.34375,5,14,28-Sep-15,29-Jun-17,6,2017,3
,Zomba 3,80020460,32.5,674,22.46667,1.446588,7.232938,10,36.5,02-Sep-15,07-Jul-17,7,2017,3
,Zomba 3,80020461,6,489,16.3,0.3680982,1.840491,3,10,30mar2016,01-Aug-17,8,2017,3
,Zomba 3,80020462,10,505,16.83333,0.5940594,2.970297,6,14,30mar2016,17-Aug-17,8,2017,3
,Zomba 3,80020463,12,467,15.56667,0.770878,3.85439,5,16,07-Apr-16,18-Jul-17,7,2017,3
,Zomba 3,80020464,36,665,22.16667,1.62406,8.1203,10,40,15-Sep-15,11-Jul-17,7,2017,3
,Zomba 3,80020465,10,510,17,0.5882353,2.941177,6,12,26-Feb-16,20-Jul-17,7,2017,3
,Zomba 3,80020466,22.5,540,18,1.25,6.25,10,24.5,16-Feb-16,09-Aug-17,8,2017,3
,Zomba 3,80020467,16,421,14.03333,1.140142,5.700712,9,20,21mar2016,16may2017,5,2017,3
,Zomba 3,80020468,20,536,17.86667,1.119403,5.597015,11,24,27-Feb-16,10-Aug-17,8,2017,3
,Zomba 3,80020469,18,619,20.63333,0.8723748,4.361874,11,22,04-Sep-15,05may2017,5,2017,3
,Zomba 3,80020470,8,450,15,0.5333334,2.666667,5,14.5,09may2016,02-Aug-17,8,2017,3
