ID,cem301_attendees_total,cem011 prgrm,month,year
,81,Tororo,12,2015
,42,Tororo,11,2015
,51,Tororo,11,2015
,69,Tororo,11,2015
,40,Tororo,12,2015
,37,Tororo,12,2015
,78,Tororo,11,2015
,55,Tororo,11,2015
,70,Tororo,11,2015
,72,Tororo,11,2015
,40,Tororo,11,2015
,41,Tororo,12,2015
,40,Tororo,12,2015
,70,Tororo,11,2015
,40,Tororo,12,2015
,30,Tororo,12,2015
,56,Tororo,12,2015
,30,Tororo,11,2015
,69,Tororo,12,2015
,55,Tororo,12,2015
,51,Tororo,11,2015
,68,Tororo,12,2015
,30,Tororo,11,2015
,48,Tororo,11,2015
,67,Tororo,12,2015
,68,Tororo,11,2015
,57,Tororo,11,2015
,33,Tororo,12,2015
,40,Tororo,12,2015
,67,Tororo,12,2015
,100,Tororo,11,2015
,80,Tororo,11,2015
,26,Tororo,11,2015
,23,Tororo,12,2015
,35,Tororo,11,2015
,40,Tororo,12,2015
,90,Tororo,12,2015
,64,Tororo,11,2015
,66,Tororo,12,2015
,40,Tororo,12,2015
,65,Tororo,12,2015
,38,Tororo,11,2015
,110,Tororo,11,2015
,110,Tororo,11,2015
,78,Tororo,12,2015
,78,Tororo,12,2015
,87,Tororo,12,2015
,54,Tororo,11,2015
,130,Tororo,11,2015
,39,Tororo,11,2015
,50,Tororo,11,2015
,,Tororo,12,2012
,45,Tororo,11,2015
,70,Tororo,11,2015
,36,Tororo,11,2015
,35,Tororo,11,2015
,64,Tororo,11,2015
,58,Tororo,11,2015
,41,Tororo,12,2015
,49,Tororo,11,2015
,53,Tororo,11,2015
,62,Tororo,12,2015
,30,Tororo,11,2015
,47,Tororo,12,2015
,70,Tororo,12,2015
,21,Tororo,12,2015
,65,Tororo,11,2015
,70,Tororo,12,2015
,60,Tororo,11,2015
,65,Tororo,11,2015
,40,Tororo,11,2015
,58,Tororo,12,2015
,70,Tororo,11,2015
,40,Tororo,11,2015
,41,Tororo,11,2015
,68,Tororo,11,2015
,70,Tororo,11,2015
,48,Tororo,11,2015
,120,Tororo,11,2015
,109,Tororo,12,2015
,60,Tororo,11,2015
,62,Tororo,12,2015
,31,Tororo,12,2015
,41,Tororo,12,2015
,50,Tororo,11,2015
,49,Tororo,11,2015
,158,Tororo,11,2015
,43,Tororo,11,2015
,40,Tororo,12,2012
,36,Tororo,12,2015
,48,Tororo,11,2015
,120,Tororo,11,2015
,60,Tororo,12,2015
,47,Tororo,11,2015
,26,Tororo,11,2015
,44,Tororo,11,2015
,101,Tororo,12,2015
,18,Tororo,11,2015
,40,Tororo,11,2015
,28,Tororo,11,2015
,45,Tororo,11,2015
,56,Tororo,11,2015
,73,Tororo,11,2015
,52,Tororo,11,2015
,60,Tororo,12,2015
,62,Tororo,11,2015
,62,Tororo,11,2015
,48,Tororo,11,2015
,65,Tororo,12,2015
,52,Tororo,11,2015
,52,Tororo,12,2015
,30,Tororo,12,2015
,88,Tororo,11,2015
,80,Tororo,11,2015
,53,Tororo,11,2015
,,Tororo,1,2012
,140,Tororo,11,2015
,45,Tororo,12,2015
,58,Tororo,12,2015
,60,Tororo,12,2015
,50,Tororo,12,2015
,74,Tororo,12,2015
,48,Tororo,12,2015
,64,Tororo,12,2015
,54,Tororo,12,2015
,49,Tororo,12,2015
,69,Tororo,11,2015
,36,Tororo,12,2015
,70,Tororo,12,2015
,89,Tororo,12,2015
,78,Tororo,12,2015
,70,Tororo,12,2015
,59,Tororo,12,2015
,50,Tororo,12,2015
,150,Tororo,11,2015
,62,Tororo,11,2015
,54,Tororo,12,2015
,50,Tororo,11,2015
,88,Tororo,11,2015
,40,Tororo,12,2015
,41,Tororo,12,2015
,79,Tororo,12,2015
,87,Tororo,11,2015
,100,Tororo,12,2015
,74,Tororo,11,2015
,30,Tororo,12,2015
,50,Tororo,11,2015
,75,Tororo,11,2015
,80,Tororo,12,2015
,62,Tororo,11,2015
,70,Tororo,11,2015
,38,Tororo,11,2015
,42,Tororo,12,2015
,33,Tororo,12,2015
,52,Tororo,12,2015
,70,Tororo,12,2015
,120,Tororo,12,2015
,56,Tororo,11,2015
,75,Tororo,12,2015
,27,Tororo,11,2015
,50,Tororo,11,2015
,59,Tororo,11,2015
,69,Tororo,12,2015
,91,Tororo,12,2015
,64,Tororo,11,2015
,70,Tororo,12,2015
,58,Tororo,11,2015
,41,Tororo,11,2015
,50,Tororo,12,2015
,50,Tororo,12,2015
,60,Tororo,11,2015
,92,Tororo,11,2015
,56,Tororo,11,2015
,56,Tororo,11,2015
,55,Tororo,12,2015
,36,Tororo,12,2015
,79,Tororo,12,2015
,65,Tororo,11,2015
,42,Tororo,11,2015
,52,Tororo,11,2015
,76,Tororo,12,2015
,52,Tororo,12,2015
,93,Tororo,11,2015
,60,Tororo,12,2015
,31,Tororo,11,2015
,59,Tororo,11,2015
,61,Tororo,12,2015
,85,Tororo,11,2015
,40,Tororo,11,2015
,52,Tororo,12,2015
,65,Tororo,12,2015
,54,Tororo,12,2015
,72,Tororo,12,2015
,40,Tororo,11,2015
,41,Tororo,12,2015
,68,Tororo,12,2015
,69,Tororo,12,2015
,28,Tororo,11,2015
,38,Tororo,12,2015
,68,Tororo,12,2015
,72,Tororo,11,2015
,56,Tororo,11,2015
,35,Tororo,12,2015
,60,Tororo,12,2015
,50,Tororo,12,2015
,80,Tororo,12,2015
,70,Tororo,12,2015
,31,Tororo,12,2015
,53,Tororo,11,2015
,83,Tororo,12,2015
,50,Tororo,12,2015
,28,Tororo,12,2015
,74,Tororo,12,2015
,30,Tororo,11,2015
,30,Tororo,11,2015
,45,Tororo,11,2015
,50,Tororo,12,2015
,41,Tororo,11,2015
,56,Tororo,12,2015
,70,Tororo,12,2015
,60,Tororo,12,2015
,48,Tororo,11,2015
,67,Tororo,12,2015
,65,Tororo,12,2015
,51,Tororo,11,2015
,58,Tororo,11,2015
,60,Tororo,11,2015
,62,Tororo,11,2015
,70,Tororo,11,2015
,39,Tororo,12,2015
,60,Tororo,11,2015
,60,Tororo,11,2015
,62,Tororo,11,2015
,18,Tororo,11,2015
,64,Tororo,11,2015
,100,Tororo,12,2015
,45,Tororo,11,2015
,47,Tororo,11,2015
,52,Tororo,11,2015
,29,Tororo,12,2015
,38,Tororo,11,2015
,89,Tororo,11,2015
,54,Tororo,12,2015
,120,Tororo,11,2015
,28,Tororo,12,2015
,48,Tororo,11,2015
,60,Tororo,11,2015
,50,Tororo,11,2015
,56,Tororo,11,2015
,77,Tororo,11,2015
,61,Tororo,11,2015
,52,Tororo,11,2015
,57,Tororo,11,2015
,42,Tororo,11,2015
,48,Tororo,11,2015
,32,Tororo,12,2015
,57,Tororo,11,2015
,66,Tororo,11,2015
,58,Tororo,11,2015
,70,Tororo,11,2015
,39,Tororo,11,2015
,48,Tororo,11,2015
,55,Tororo,11,2015
,39,Tororo,11,2015
,36,Tororo,11,2015
,43,Tororo,11,2015
,46,Tororo,12,2015
,40,Tororo,11,2015
,79,Tororo,12,2015
,66,Tororo,12,2015
,29,Tororo,11,2015
,68,Tororo,12,2015
,37,Tororo,11,2015
,150,Tororo,11,2015
,65,Tororo,11,2015
,62,Tororo,11,2015
,65,Tororo,11,2015
,48,Tororo,11,2015
,37,Tororo,11,2015
,70,Tororo,11,2015
,43,Tororo,11,2015
,65,Tororo,12,2015
,49,Tororo,11,2015
,70,Tororo,11,2015
,57,Tororo,11,2015
,75,Tororo,12,2015
,40,Tororo,12,2015
,53,Tororo,11,2015
,64,Tororo,11,2015
,86,Tororo,11,2015
,60,Tororo,11,2015
,62,Tororo,11,2015
,65,Tororo,11,2015
,82,Tororo,12,2015
,44,Tororo,11,2015
,53,Tororo,11,2015
,60,Tororo,11,2015
,66,Tororo,12,2015
,50,Tororo,11,2015
,44,Tororo,11,2015
,90,Tororo,11,2015
,50,Tororo,11,2015
,54,Tororo,11,2015
,24,Sironko,10,2014
,18,Namutumba,9,2015
,15,Mbale,9,2014
,34,Namutumba,9,2015
,51,Mbale,10,2014
,27,Sironko,9,2014
,35,Namutumba,12,2014
,69,Sironko,10,2014
,25,Sironko,9,2014
,25,Mbale,10,2014
,36,Sironko,9,2015
,22,Sironko,10,2014
,25,Sironko,10,2014
,32,Sironko,10,2014
,39,Sironko,11,2014
,30,Sironko,9,2015
,17,Mbale,10,2014
,51,Namutumba,9,2015
,34,Namutumba,9,2015
,30,Sironko,10,2014
,24,Sironko,9,2015
,20,Sironko,10,2014
,38,Sironko,10,2014
,18,Sironko,10,2014
,20,Sironko,10,2014
,21,Sironko,10,2014
,14,Sironko,10,2014
,32,Sironko,9,2015
,25,Sironko,10,2014
,20,Sironko,10,2014
,45,Sironko,10,2014
,20,Sironko,10,2014
,40,Sironko,8,2014
,49,Sironko,9,2015
,19,Sironko,9,2015
,28,Sironko,9,2015
,70,Sironko,9,2015
,20,Sironko,9,2015
,46,Sironko,10,2014
,24,Sironko,10,2014
,31,Sironko,10,2014
,18,Sironko,10,2014
,37,Mbale,10,2014
,36,Sironko,10,2014
,70,Sironko,9,2015
,48,Sironko,9,2014
,12,Sironko,9,2014
,42,Sironko,10,2014
,54,Mbale,10,2014
,22,Mbale,10,2014
,20,Sironko,10,2014
,21,Sironko,10,2014
,36,Mbale,11,2014
,19,Sironko,10,2014
,25,Sironko,9,2015
,42,Sironko,9,2015
,27,Namutumba,9,2015
,84,Sironko,9,2015
,22,Mbale,10,2014
,15,Sironko,10,2014
,21,Sironko,10,2014
,26,Sironko,10,2014
,22,Sironko,10,2014
,80,Sironko,9,2015
,35,Sironko,9,2015
,18,Sironko,8,2014
,22,Sironko,9,2015
,60,Sironko,10,2014
,33,Sironko,9,2015
,28,Sironko,10,2014
,40,Sironko,9,2015
,55,Sironko,9,2015
,25,Sironko,9,2015
,23,Sironko,10,2014
,29,Sironko,10,2014
,41,Mbale,10,2014
,30,Sironko,10,2014
,38,Sironko,9,2015
,20,Mbale,10,2014
,43,Sironko,10,2014
,38,Sironko,9,2015
,24,Sironko,10,2014
,35,Sironko,10,2014
,32,Sironko,1,2012
,75,Mbale,10,2014
,50,Mbale,10,2014
,16,Sironko,10,2014
,43,Mbale,11,2014
,17,Mbale,11,2014
,52,Sironko,9,2015
,30,Sironko,9,2015
,52,Sironko,10,2014
,34,Sironko,10,2014
,28,Sironko,10,2014
,24,Sironko,10,2014
,26,Mbale,10,2014
,36,Sironko,10,2014
,42,Sironko,10,2014
,22,Sironko,9,2014
,35,Sironko,10,2014
,32,Sironko,9,2015
,18,Mbale,11,2014
,18,Namutumba,9,2015
,27,Sironko,11,2014
,16,Sironko,9,2014
,30,Sironko,10,2014
,72,Namutumba,9,2015
,39,Namutumba,1,2015
,22,Sironko,10,2014
,37,Sironko,9,2015
,25,Sironko,10,2014
,44,Sironko,10,2014
,38,Mbale,10,2014
,99,Mbale,10,2014
,19,Mbale,10,2014
,45,Sironko,10,2014
,44,Sironko,10,2014
,25,Sironko,10,2014
,93,Sironko,9,2015
,49,Sironko,9,2015
,41,Sironko,10,2014
,35,Mbale,10,2015
,38,Sironko,9,2015
,15,Namutumba,9,2015
,24,Mbale,11,2014
,64,Sironko,10,2014
,19,Sironko,10,2014
,42,Sironko,10,2014
,30,Sironko,9,2015
,21,Mbale,10,2015
,40,Sironko,9,2015
,24,Mbale,11,2014
